"responseid","interview_start","interview_end","internal_job","id","vend","vd","mode","state","zipcode","dmacode","dmaname","prizmne","age","ppinhh","weightbystate","marital_status","number_in_household","children_under_18_in_household","Level_of_Education","Level_of_Income","gender","Ethnicity","question_1","Question_2","Question_3","TRIP_ONE","TRIP_TWO","TRIP_THREE","TRIP_FOUR","TRIP_FIVE","TRIP_SIX","number_of_nights_trip_1","month_trip_1","main_reason_trip_1","question_6","Question_7","question_8","Question_9","Question_10","question_12_UNITED","question_13","question_14","question_15","question_16","Question_17","Question_18","Question_19_UNITED","Question_20","Question_21"
1887,"11/24/2015 0:03:23","11/24/2015 0:11:14",1269101,"EPOCZLYW7H2W7KJ483",2,2,2,"NE","68073",652,"Omaha, NE","20",37,2,0.455,"Single/never married",3,0,"Some High School or Less","1) Less than $35,000","Female","caucasian/white","South Dakota, and Wisconsin","South Dakota, and Wisconsin","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","July, 3, FRIENDS","","","","","",3,"July","FRIENDS","South Dakota Was My Only Destination","","At Least 3 Months In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and National/State Parks, and Events/Entertainment","Family fun, and Events/Entertainment, and 0","Black Hills, and Missouri River","Badlands, and Wall Drug","Excellent","300, and 200, and 100, and 200, and 100, and 300, and 100","Often, and You have never done it and probably never will, and You have NOT done it, but would like to try sometime, and Often, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and Often, and You have never done it and probably never will"
5365,"12/4/2015 23:48:42","12/5/2015 0:11:08",1269101,"1220291971",1,1,1,"NE","68850",722,"Lincoln & Hastings-Kearny, NE","50",67,1,0.455,"Divorced/separated",0,NA,"Post Graduate Degree","3) $50,000 but less than $75,000","Female","caucasian/white","South Dakota","South Dakota","Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","July, 3, FRIENDS","","","","","",3,"July","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","","Drove via car, van, truck, or SUV",1,"","With Friends or Family","Other, and Wedding","Other, and 0","","","Very Good","0, and 30, and 0, and 0, and 0, and 80, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
1196,"11/23/2015 18:26:36","11/23/2015 18:32:09",1269101,"1306245438",1,1,2,"NE","68133",652,"Omaha, NE","06",38,4,0.455,"Married",9,2,"Some College/Technical School","4) $75,000 but less than $100,000","Male","caucasian/white","Iowa, and Nebraska, and North Dakota, and South Dakota","Iowa, and Nebraska, and North Dakota, and South Dakota","Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely","May, 3, FRIENDS","","","","","",3,"May","FRIENDS","South Dakota Was My Only Destination","","At Least 2 Months In Advance","Used Internet, and Used Online Travel Agency Such As Expedia or Orbitz","Drove via RV, and Motorcycle",4,"Child(ren)/Grandchild(ren):age 0-12, and Other Family","RV park/Campground, and Condominium or Timeshare","Family fun, and National/State Parks, and Motorcycling, and Archeology/Paleontology","National/State Parks, and 0","Black Hills, and Missouri River","Rapid City, and Mount Rushmore, and Harney Peak, and Chamberlain/Oacoma, and Platte","Excellent","50, and 100, and 100, and 200, and 600, and 500, and 0","Often, and Often, and Often, and Occasionally when you have an opportunity, and Every Chance You Get, and Every Chance You Get, and Occasionally when you have an opportunity, and Every Chance You Get"
5177,"12/4/2015 19:59:01","12/4/2015 20:14:38",1269101,"1255109729",1,1,1,"NE","68142",652,"Omaha, NE","18",34,4,0.455,"Married",6,2,"College Graduate","3) $50,000 but less than $75,000","Female","asian","Iowa, and Nebraska, and South Dakota","Iowa, and Nebraska, and South Dakota","Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely","July, 3, FRIENDS","","","","","",3,"July","FRIENDS","South Dakota was one of several places I decided to visit on this trip","Illinois, and South Carolina","At Least 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and Wildlife Viewing, and Fishing","Family fun, and Wildlife Viewing, and Fishing, and 0","Southeast SD","","Excellent","500, and 400, and 400, and 600, and 200, and 400, and 200","Often, and You have NOT done it, but would like to try sometime, and Every Chance You Get, and Often, and Occasionally when you have an opportunity, and Often, and Often, and You have NOT done it, but would like to try sometime"
5366,"12/4/2015 23:49:21","12/5/2015 0:12:40",1269101,"1220291971",1,1,1,"NE","68850",722,"Lincoln & Hastings-Kearny, NE","50",67,1,0.455,"Divorced/separated",0,NA,"Post Graduate Degree","3) $50,000 but less than $75,000","Female","caucasian/white","South Dakota","","Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","July, 3, FRIENDS","","","","","",3,"July","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family","Drove via car, van, truck, or SUV",1,"","With Friends or Family","Other, and Wedding","Other, and 0","","","Very Good","0, and 30, and 0, and 0, and 0, and 80, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
489,"11/20/2015 2:28:09","11/20/2015 2:37:52",1269101,"1132211595",1,1,1,"NE","68028",652,"Omaha, NE","11",62,4,0.455,"Married",4,2,"Some College/Technical School","5) $100,000 but less than $150,000","Female","caucasian/white","Nebraska, and South Dakota","South Dakota","Somewhat Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely","July, 3, FAMILY","","","","","",3,"July","FAMILY","South Dakota was one of several places I decided to visit on this trip","Montana","At Least 3 Months In Advance","Used Internet","Drove via car, van, truck, or SUV",3,"Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and Wildlife Viewing, and Outdoor Recreation, and Fishing, and Scenic Byways/Drives","Family fun, and Fishing, and Scenic Byways/Drives, and 0","Southeast SD","","Excellent","300, and 180, and 20, and 0, and 0, and 60, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Often, and You have NOT done it, but would like to try sometime"
2297,"11/24/2015 10:11:04","11/24/2015 10:18:35",1269101,"EPOCZZ45553SW3H488",2,2,1,"NE","68030",624,"Sioux City, IA","33",67,2,0.455,"Married",5,0,"Some High School or Less","2) $35,000 but less than $50,000","Male","caucasian/white","Minnesota, and South Dakota","","Not Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","October, 3, FAMILY","","","","","",3,"October","FAMILY","South Dakota Was My Only Destination","","At Least 1 Month In Advance","None of These","Drove via car, van, truck, or SUV",3,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort","Casinos, and Scenic Byways/Drives","1","Black Hills","Rapid City, and Deadwood, and Custer, and Mount Rushmore, and Crazy Horse, and Wall Drug","Very Good","150, and 100, and 0, and 100, and 0, and 75, and 0","You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
5299,"12/4/2015 22:26:51","12/4/2015 22:38:27",1269101,"1192767936",1,1,1,"NE","68025",652,"Omaha, NE","41",40,4,0.455,"Married",3,2,"College Graduate","4) $75,000 but less than $100,000","Male","caucasian/white","Nebraska, and South Dakota","Nebraska","Somewhat Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely, and Not Likely","August, 3, FAMILY","","","","","",3,"August","FAMILY","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Used Internet, and Contacted Individual Attraction or Event to Request Information, and Contacted Individual Chamber of Commerce to Request Information, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 13+","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and Casinos, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Scenic Byways/Drives","Family fun, and 0","Missouri River, and Glacial Lakes, and Southeast SD","Mobridge, and State Capitol, and Fort Sisseton, and 0","Very Good","300, and 300, and 200, and 100, and 200, and 150, and 100","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago"
1367,"11/23/2015 19:33:29","11/23/2015 19:43:52",1269101,"EPOCZKDNYMTH53N483",2,2,1,"NE","68901",722,"Lincoln & Hastings-Kearny, NE","49",64,3,0.455,"Married",7,0,"College Graduate","4) $75,000 but less than $100,000","Male","caucasian/white","Iowa, and Minnesota, and Montana, and Nebraska, and South Dakota","Iowa, and Minnesota, and Montana, and Nebraska, and South Dakota","Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely","August, 3, FAMILY","","","","","",3,"August","FAMILY","South Dakota was one of several places I decided to visit on this trip","California, and Montana, and Wyoming","6 Months Or More In Advance","Used Internet","Drove via car, van, truck, or SUV",3,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 13+","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and National/State Parks, and Casinos, and Wildlife Viewing, and Outdoor Recreation, and Culinary/Brewery/Wine","Family fun, and National/State Parks, and Culinary/Brewery/Wine, and 0","","","Excellent","300, and 150, and 100, and 200, and 100, and 300, and 100","Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Every Chance You Get, and Occasionally when you have an opportunity, and Every Chance You Get, and Occasionally when you have an opportunity, and Every Chance You Get, and You've done it, but it was over a year ago"
5300,"12/4/2015 22:27:35","12/4/2015 23:01:34",1269101,"1304782866",1,1,2,"NE","68067",624,"Sioux City, IA","51",45,4,0.455,"Divorced/separated",1,0,"Some High School or Less","1) Less than $35,000","Female","american_indian","Minnesota, and North Dakota, and South Dakota","South Dakota","Not Likely, and Very Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Not Likely, and Not Likely","May, 3, FAMILY","","","","","",3,"May","FAMILY","I was ultimately headed somewhere else but included a visit to South Dakota","Alabama, and California","Less Than 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",6,"Child(ren)/Grandchild(ren):age 0-12, and Other Family","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and National/State Parks, and Wildlife Viewing, and Scenic Byways/Drives","Wildlife Viewing, and 0","Black Hills","Rapid City, and Custer, and Mount Rushmore","Very Good","300, and 300, and 300, and 100, and 0, and 200, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and Every Chance You Get, and You have never done it and probably never will"
3630,"11/24/2015 16:44:21","11/24/2015 16:57:17",1269101,"1306252886",1,1,2,"IA","51031",624,"Sioux City, IA","37",20,2,0.43243,"Single/never married",5,0,"Some College/Technical School","2) $35,000 but less than $50,000","Female","caucasian/white","Iowa, and Minnesota, and Nebraska, and South Dakota","Iowa, and Minnesota, and South Dakota","Somewhat Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely","January, 3, FRIENDS","April, 3, FRIENDS","June, 3, FRIENDS","September, 3, FRIENDS","","",3,"January","FRIENDS","I was ultimately headed somewhere else but included a visit to South Dakota","California","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Social Media Such as Facebook or Pinterest","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and Arts and Culture, and Events/Entertainment, and Camping and RV, and Fishing, and Rodeos","Family fun, and Events/Entertainment, and 0","Glacial Lakes","Watertown, and Brookings, and Children's Museum of South Dakota, and Sioux Falls, and Yankton, and Vermillion, and Great Plains Zoo, and Corn Palace, and Palisades State Park, and Music Museum, and Prehistoric Indian Village, and Lewis and Clark Rec Area, and Falls Park, and Sioux Falls Two, and Other, and 1","Excellent","200, and 100, and 200, and 100, and 100, and 120, and 0","Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and Every Chance You Get, and Every Chance You Get, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime"
1859,"11/23/2015 23:28:27","11/23/2015 23:35:14",1269101,"EPOCZLV9ZDWS8BY485",2,2,2,"IA","50677",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","28",35,4,0.43243,"Married",5,2,"Post Graduate Degree","5) $100,000 but less than $150,000","Female","caucasian/white","Iowa, and Montana, and South Dakota","Iowa, and Montana, and South Dakota","Very Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","July, 3, FRIENDS","August, 3, FRIENDS","","","","",3,"July","FRIENDS","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","RV park/Campground","Outdoor Recreation, and Camping and RV, and Fishing, and Rodeos","Camping and RV, and Fishing, and 0","Missouri River","Mobridge, and Lake Oahe","Very Good","0, and 150, and 50, and 0, and 0, and 200, and 0","Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and Every Chance You Get, and Often, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago"
5042,"12/4/2015 17:25:30","12/4/2015 17:30:29",1269101,"1288408812",1,1,2,"IA","52405",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","27",21,5,0.43243,"Married",1,3,"Some College/Technical School","1) Less than $35,000","Female","lebanese","Iowa, and South Dakota, and Wisconsin","Iowa, and South Dakota","Very Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely","July, 3, FRIENDS","October, 3, FRIENDS","","","","",3,"July","FRIENDS","South Dakota Was My Only Destination","","At Least 2 Months In Advance","Used Internet, and Contacted Individual Chamber of Commerce to Request Information, and Used Online Travel Agency Such As Expedia or Orbitz","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and Camping and RV","Family fun, and Camping and RV, and 0","Black Hills","Badlands, and Mount Rushmore, and Crazy Horse","Very Good","350, and 100, and 200, and 50, and 0, and 80, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago"
4365,"11/30/2015 17:13:30","11/30/2015 17:19:19",1269101,"1248505328",1,1,1,"IA","51103",624,"Sioux City, IA","62",39,4,0.43243,"Married",4,2,"College Graduate","4) $75,000 but less than $100,000","Female","","South Dakota","South Dakota","Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","August, 3, FAMILY","September, 3, FAMILY","","","","",3,"August","FAMILY","South Dakota was one of several places I decided to visit on this trip","No Other","Less Than 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","RV park/Campground","Family fun, and Outdoor Recreation, and Camping and RV","Camping and RV, and 0","Black Hills","Deadwood, and Other, and caverns","Very Good","240, and 150, and 200, and 50, and 0, and 800, and 0","Every Chance You Get, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You have never done it and probably never will, and You have NOT done it, but would like to try sometime, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You have never done it and probably never will"
1038,"11/23/2015 17:14:08","11/23/2015 17:22:21",1269101,"EPOCZHJVRFS554Q486",2,2,2,"IA","51104",624,"Sioux City, IA","27",30,2,0.43243,"Single/never married",3,0,"College Graduate","3) $50,000 but less than $75,000","Female","caucasian/white","Iowa, and South Dakota","South Dakota","Somewhat Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","January, 3, FRIENDS","","","","","",3,"January","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",8,"Spouse/Significant Other, and Other Family","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and Casinos, and Culinary/Brewery/Wine, and Scenic Byways/Drives","Casinos, and 0","Black Hills","Deadwood","Very Good","500, and 200, and 500, and 0, and 0, and 200, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
2309,"11/24/2015 10:18:38","11/24/2015 10:32:47",1269101,"EPOCZZ9VWPDMSBC482",2,2,1,"IA","52001",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","62",59,1,0.43243,"Single/never married",2,NA,"College Graduate","1) Less than $35,000","Male","caucasian/white","Montana, and South Dakota, and Wyoming","Montana, and South Dakota, and Wyoming","Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely","September, 3, FRIENDS","","","","","",3,"September","FRIENDS","South Dakota was one of several places I decided to visit on this trip","Mississippi, and Nevada, and Wyoming","6 Months Or More In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",3,"Other Family","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Wildlife Viewing, and Other, and family reunion","Other, and 0","Black Hills, and Missouri River, and Southeast SD","Badlands, and Mount Rushmore, and Wall Drug","Very Good","250, and 75, and 50, and 100, and 0, and 75, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You have never done it and probably never will"
3683,"11/24/2015 19:03:51","11/24/2015 19:11:24",1269101,"1306094510",1,1,2,"IA","52349",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","42",50,1,0.43243,"Widowed",3,NA,"Some College/Technical School","1) Less than $35,000","Female","caucasian/white","South Dakota, and Wisconsin","South Dakota, and Wisconsin","Very Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Not Likely","June, 3, FAMILY","","","","","",3,"June","FAMILY","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Outdoor Recreation, and Motorcycling","Motorcycling, and 0","Black Hills","Rapid City, and Custer, and Spearfish Canyon","Good","300, and 100, and 50, and 50, and 0, and 200, and 50","You've done it, but it was over a year ago, and You have never done it and probably never will, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You have never done it and probably never will"
3842,"11/25/2015 12:09:49","11/25/2015 12:19:07",1269101,"EPOD2Y5WSWVKTMT483",2,2,2,"IA","50323",679,"Des Moines-Ames, IA","05",38,4,0.43243,"Married",8,2,"College Graduate","6) $150,000 or more","Male","caucasian/white","Iowa, and Minnesota, and Nebraska, and North Dakota, and South Dakota","North Dakota, and South Dakota","Very Likely, and Very Likely, and Not Likely, and Very Likely, and Very Likely, and Very Likely, and Not Likely, and Not Likely","June, 3, FAMILY","","","","","",3,"June","FAMILY","South Dakota Was My Only Destination","","At Least 2 Months In Advance","Called 800 Number to Request Info, and Talked to Friends and Family, and Used Internet, and Contacted Individual Attraction or Event to Request Information, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via RV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","RV park/Campground","Family fun, and History/Old West, and National/State Parks, and Wildlife Viewing, and Outdoor Recreation, and Camping and RV, and Archeology/Paleontology, and Fishing, and Scenic Byways/Drives, and Native American Culture","Family fun, and Outdoor Recreation, and Camping and RV, and 0","Black Hills, and Missouri River","Badlands, and Wind Cave, and Mount Rushmore, and Wall Drug, and Pierre","Very Good","0, and 200, and 300, and 100, and 100, and 1500, and 200","Occasionally when you have an opportunity, and Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
512,"11/20/2015 4:49:56","11/20/2015 4:59:00",1269101,"1277019016",1,1,2,"IA","52317",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","11",32,3,0.43243,"Married",8,1,"College Graduate","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Minnesota, and Montana, and Nebraska, and South Dakota, and Wisconsin, and Wyoming","Iowa, and Minnesota, and Montana, and Nebraska, and South Dakota, and Wisconsin, and Wyoming","Very Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","October, 3, FAMILY","","","","","",3,"October","FAMILY","South Dakota was one of several places I decided to visit on this trip","Illinois, and Indiana","At Least 3 Months In Advance","Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Culinary/Brewery/Wine, and Scenic Byways/Drives","National/State Parks, and Wildlife Viewing, and Scenic Byways/Drives, and 0","Black Hills","Hot Springs, and Badlands, and Custer, and Mount Rushmore, and Minutemen","Very Good","375, and 200, and 150, and 100, and 100, and 250, and 0","Often, and Occasionally when you have an opportunity, and Often, and Often, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Often, and Often"
4740,"12/4/2015 12:25:46","12/4/2015 12:29:14",1269101,"1302275086",1,1,1,"IA","52402",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","30",21,1,0.43243,"Single/never married",9,NA,"College Graduate","3) $50,000 but less than $75,000","Male","caucasian/white","Minnesota, and Montana, and Nebraska, and South Dakota, and Wisconsin","Wisconsin","Somewhat Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely","March, 3, FAMILY","","","","","",3,"March","FAMILY","I was ultimately headed somewhere else but included a visit to South Dakota","Arizona, and Delaware, and Kansas, and New Jersey, and Texas, and Utah","At Least 2 Months In Advance","Used Internet, and Contacted Individual Attraction or Event to Request Information, and Contacted Individual Chamber of Commerce to Request Information","Flew/airplane, and chicago",2,"Friends/Acquaintances","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Outdoor Recreation, and Hunting","Hunting, and 0","Missouri River","Als Oasis, and Lake Oahe","Very Good","300, and 100, and 100, and 150, and 0, and 50, and 60","Every Chance You Get, and Every Chance You Get, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Often, and Often, and Often, and Every Chance You Get"
330,"11/19/2015 13:51:00","11/19/2015 13:59:49",1269101,"EPOCWB2XCY9B269482",2,2,2,"MT","59102",756,"Billings, MT","27",69,2,0.39938,"Married",5,0,"Some College/Technical School","2) $35,000 but less than $50,000","Male","caucasian/white","Minnesota, and Montana, and North Dakota, and South Dakota","Montana","Not Likely, and Very Likely, and Very Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely","December, 3, FRIENDS","","","","","",3,"December","FRIENDS","South Dakota Was My Only Destination","","At Least 3 Months In Advance","Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and Culinary/Brewery/Wine","Family fun, and 0","Black Hills","Rapid City, and Hot Springs, and Mount Rushmore, and Crazy Horse, and Spearfish Canyon","Excellent","1000, and 250, and 200, and 100, and 0, and 180, and 0","You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and Often, and Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Often, and You have never done it and probably never will"
1828,"11/23/2015 22:59:42","11/23/2015 23:13:52",1269101,"EPOCZLS84FB8PX3480",2,2,1,"SD","57078",725,"Sioux Falls (Mitchell), SD","42",62,2,0.30256,"Married",9,0,"College Graduate","2) $35,000 but less than $50,000","Male","caucasian/white","Iowa, and Minnesota, and Montana, and Nebraska, and North Dakota, and South Dakota, and Wyoming","Iowa, and Minnesota, and Montana, and Nebraska, and North Dakota, and South Dakota, and Wyoming","Somewhat Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely","February, 3, FRIENDS","April, 2, FAMILY","June, 2, FRIENDS","August, 1, FRIENDS","November, 3, FRIENDS","",3,"February","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Arts and Culture, and Wildlife Viewing, and Outdoor Recreation, and Scenic Byways/Drives","National/State Parks, and Wildlife Viewing, and Outdoor Recreation, and 0","Black Hills","Rapid City, and Hot Springs, and Badlands, and Custer, and Wind Cave, and Mount Rushmore, and Crazy Horse, and Harney Peak, and Spearfish Canyon","Excellent","350, and 300, and 200, and 75, and 0, and 200, and 50","Every Chance You Get, and Occasionally when you have an opportunity, and Every Chance You Get, and Often, and Every Chance You Get, and Often, and Every Chance You Get, and Occasionally when you have an opportunity"
